Date,10CM soil moisture(%),10CM soil temperature(°C),Temperature(°C),Humidity(%),dew point T(°C),10cm soil temperature(°C),precipitation(mm)
2000-12-06,,3.758333333333333,-0.2166666666666666,46.333333333333336,-11.3875,3.0,0.0
2000-12-07,,3.4250000000000003,-0.4458333333333333,58.75,-8.325,2.825,0.0
2000-12-08,,3.8666666666666663,1.6333333333333335,70.54166666666667,-3.6,3.35,0.0
2000-12-09,,4.8125,2.6333333333333333,78.08333333333333,-1.4375,4.275,0.0
2000-12-10,,4.229166666666667,0.7041666666666666,73.58333333333333,-3.4875,3.5500000000000003,0.1
2000-12-11,,2.4458333333333333,-4.666666666666667,27.0,-21.3625,1.7,0.0
2000-12-12,,1.0708333333333333,-6.470833333333334,33.625,-20.3,0.275,0.0
2000-12-13,,0.7333333333333334,-3.033333333333333,58.79166666666666,-10.5375,0.025,0.0
2000-12-14,,1.2166666666666666,-1.2458333333333331,74.20833333333333,-5.9625,0.4499999999999999,0.0
2000-12-15,,1.9583333333333333,2.8875,67.75,-3.2625,1.375,0.0
2000-12-16,,3.3625000000000003,3.225,40.54166666666666,-10.125,3.05,0.0
2000-12-17,,1.9708333333333328,-3.0541666666666667,54.833333333333336,-12.0125,1.225,0.0
2000-12-18,,1.3708333333333331,-1.8208333333333333,75.41666666666667,-6.0875,0.55,1.7999999999999998
2000-12-19,,2.2875,2.0791666666666666,70.0,-2.975,2.375,0.0
2000-12-20,,2.2666666666666666,-0.725,78.58333333333333,-3.9,1.625,0.0
2000-12-21,,2.0083333333333333,0.0666666666666667,54.083333333333336,-9.1125,1.625,0.0
2000-12-22,,1.6416666666666666,-1.2291666666666667,60.875,-8.725,0.7250000000000001,0.0
2000-12-23,,1.6208333333333331,-0.2333333333333333,64.41666666666667,-6.025,1.125,0.4
2000-12-24,,1.4416666666666669,-1.3583333333333334,54.208333333333336,-9.5625,0.7,0.0
2000-12-25,,1.4708333333333332,-4.604166666666667,56.083333333333336,-12.65,0.775,2.6
2000-12-26,,0.8583333333333334,-7.420833333333333,39.333333333333336,-19.3125,-0.4,0.0
2000-12-27,,0.0499999999999999,-7.404166666666666,60.0,-14.8625,-0.95,0.0
2000-12-28,,-0.0791666666666666,-2.6166666666666667,61.79166666666666,-9.2375,-0.425,0.0
2000-12-29,,-0.0416666666666666,-4.125,68.54166666666667,-10.075,-0.45,0.0
2000-12-30,,0.35,-0.85,58.625,-9.0125,-0.3,0.0
2000-12-31,,0.6625,-0.8583333333333334,43.375,-11.575,-0.075,0.0
2001-01-01,,-0.0125,-5.525,51.41666666666666,-15.075,-0.3,0.0
2001-01-02,,0.1999999999999999,-1.7333333333333334,54.91666666666666,-9.4875,-0.125,0.0
2001-01-03,,-0.1166666666666666,-6.270833333333333,37.583333333333336,-18.1625,-0.4,0.0
2001-01-04,,-0.7666666666666666,-7.145833333333333,34.625,-20.4875,-1.55,0.0
2001-01-05,,-1.25,-6.683333333333334,41.833333333333336,-18.25,-1.65,0.0
2001-01-06,,-1.2625,-4.695833333333334,55.125,-13.675,-1.6,0.0
2001-01-07,,-0.3916666666666666,1.0458333333333332,83.25,-1.8875,-0.15,19.6
2001-01-08,,0.0541666666666666,3.7375,60.66666666666666,-2.9125,0.0,0.0
2001-01-09,,0.4000000000000001,0.6416666666666667,85.83333333333333,-1.1625,0.425,0.9
2001-01-10,,0.4333333333333333,-3.3666666666666667,48.29166666666666,-12.9,0.35,0.0
2001-01-11,,0.3,-4.279166666666667,52.41666666666666,-13.1875,0.175,0.0
2001-01-12,,-0.3541666666666667,-8.033333333333333,33.541666666666664,-20.975,-0.775,0.0
2001-01-13,,-0.8875000000000001,-7.666666666666667,49.54166666666666,-16.9,-1.3250000000000002,0.0
2001-01-14,,-2.3125,-11.383333333333333,33.833333333333336,-24.325,-3.0,0.0
2001-01-15,,-3.758333333333333,-13.1125,37.04166666666666,-24.875,-4.25,0.0
2001-01-16,,-3.920833333333333,-10.9125,43.04166666666666,-21.475,-4.35,0.0
2001-01-17,,-3.579166666666667,-8.674999999999999,39.79166666666666,-20.9,-3.925,0.0
2001-01-18,,-1.7791666666666666,-2.4625,65.625,-8.25,-1.15,0.0
2001-01-19,,-1.1583333333333334,-1.775,79.58333333333333,-5.175,-1.325,0.0
2001-01-20,,-0.4791666666666667,0.2291666666666666,89.0,-1.1625,-0.05,4.1
2001-01-21,,-0.6875,-1.5041666666666669,70.66666666666667,-6.1375,-0.475,0.0
2001-01-22,,-0.7583333333333333,-2.7875,76.29166666666667,-6.625,-0.65,0.0
2001-01-23,,-0.9666666666666668,-2.891666666666667,66.20833333333333,-9.5625,-1.275,0.0
2001-01-24,,-0.85,-1.6833333333333331,68.875,-7.0125,-0.975,0.0
2001-01-25,,-0.4499999999999999,1.2541666666666669,66.25,-4.9625,-0.125,0.0
2001-01-26,,-0.1,1.6875,54.75,-6.2875,-0.1,0.0
2001-01-27,,-0.1,-0.2125,81.5,-2.775,-0.075,0.2
2001-01-28,,-0.1,-1.0791666666666666,57.75,-8.85,-0.05,0.0
2001-01-29,,-0.5708333333333333,-3.583333333333333,56.29166666666666,-11.45,-0.5,0.0
2001-01-30,,-0.2333333333333333,-1.9166666666666667,67.5,-7.375,-0.075,0.1
2001-01-31,,-0.3916666666666666,-3.141666666666667,73.54166666666667,-7.525,-0.3,0.0
2001-02-01,,-0.3541666666666667,-2.5416666666666665,47.208333333333336,-12.5375,-0.15,0.3
2001-02-02,,-1.0541666666666667,-5.691666666666666,43.458333333333336,-16.725,-1.225,0.0
2001-02-03,,-0.5125000000000001,-1.2166666666666666,72.45833333333333,-5.7375,-0.575,0.0
2001-02-04,,0.0666666666666666,0.55,70.70833333333333,-4.675,-0.05,0.0
2001-02-05,,0.2166666666666666,1.1416666666666666,64.91666666666667,-5.375,-0.025,0.0
2001-02-06,,0.7083333333333334,3.4916666666666667,69.58333333333333,-1.4500000000000002,0.225,0.0
2001-02-07,,1.1125,1.4708333333333334,59.75,-5.3,0.6499999999999999,0.0
2001-02-08,,0.4333333333333333,-4.675,38.54166666666666,-17.3875,-0.05,0.0
2001-02-09,,0.1666666666666666,-3.4625,58.25,-11.125,-0.35,0.0
2001-02-10,,0.4125,-1.1708333333333334,42.708333333333336,-12.375,-0.25,0.0
2001-02-11,,0.35,-2.6791666666666667,48.083333333333336,-13.5875,-0.275,0.0
2001-02-12,,0.5875,-1.3583333333333334,25.95833333333333,-18.6125,-0.075,0.0
2001-02-13,,0.5875,-2.6750000000000003,35.416666666666664,-16.675,-0.175,0.0
2001-02-14,,0.4083333333333334,-3.658333333333333,37.04166666666666,-17.1125,-0.5,0.0
2001-02-15,,0.5291666666666667,-2.3541666666666665,66.54166666666667,-8.362499999999999,-0.425,1.7
2001-02-16,,0.8166666666666668,-3.8791666666666655,51.29166666666666,-12.65,-0.075,0.0
2001-02-17,,0.1166666666666666,-4.408333333333333,58.54166666666666,-11.7625,-0.325,0.0
2001-02-18,,1.0708333333333335,1.5083333333333335,60.25,-5.7625,0.0,0.0
2001-02-19,,2.5083333333333333,3.145833333333333,62.208333333333336,-4.8625,1.2999999999999998,0.0
2001-02-20,,3.904166666666667,3.529166666666667,66.91666666666667,-2.65,3.0,0.0
2001-02-21,,3.583333333333333,1.7083333333333333,81.75,-1.0875,2.025,0.8999999999999999
2001-02-22,,4.341666666666667,3.525,72.91666666666667,-1.6125,4.0,0.0
2001-02-23,,3.454166666666667,1.1166666666666667,84.25,-1.1625,2.3,14.9
2001-02-24,,3.020833333333333,0.1791666666666666,85.5,-1.725,2.425,7.3
2001-02-25,,2.779166666666667,-1.4958333333333331,47.0,-11.7625,2.15,0.0
2001-02-26,,2.8875,-0.6374999999999998,56.875,-9.325,2.375,0.0
2001-02-27,,3.025,0.6083333333333334,68.04166666666667,-5.5625,2.5,1.3
2001-02-28,,5.266666666666667,4.991666666666666,76.41666666666667,0.9125,5.775,21.6
2001-03-01,,5.5125,3.583333333333333,72.79166666666667,-1.0375,4.825,0.0
2001-03-02,,3.446153846153846,3.1041666666666665,65.08333333333333,-3.625,4.55,0.0
2001-03-03,,9.008695652173913,4.258333333333334,67.16666666666667,-1.6625,4.875,2.3
2001-03-04,,13.475,-1.675,59.04166666666666,-8.775,2.05,1.3
2001-03-05,,4.604166666666667,1.3,35.083333333333336,-13.075,2.775,0.0
2001-03-06,,5.5,3.775,51.91666666666666,-6.075,4.074999999999999,0.0
2001-03-07,,1.7958333333333334,0.0541666666666666,42.875,-11.3625,3.375,0.0
2001-03-08,,5.829166666666667,-3.825,47.625,-13.3375,1.775,0.0
2001-03-09,,7.116666666666667,-1.8875,39.16666666666666,-14.8625,1.6,0.0
2001-03-10,,2.120833333333333,2.8375,44.0,-9.3125,3.725,0.0
2001-03-11,,3.345833333333333,0.4708333333333334,48.708333333333336,-11.0375,4.025,0.0
2001-03-12,,6.708333333333333,1.3916666666666666,37.29166666666666,-12.7625,3.95,0.0
2001-03-13,,2.4833333333333334,3.0541666666666667,48.79166666666666,-7.8375,4.9,0.0
2001-03-14,,2.0083333333333333,7.495833333333334,55.708333333333336,-1.875,6.525,0.0
2001-03-15,,23.90869565217391,7.7875,47.833333333333336,-2.875,8.95,0.0
2001-03-16,,23.27083333333333,4.525,42.16666666666666,-8.925,7.125,0.0
2001-03-17,,23.70833333333333,6.470833333333334,45.958333333333336,-4.45,7.6,0.0
2001-03-18,,24.35652173913044,8.816666666666666,41.5,-4.3375,8.425,0.0
2001-03-19,,24.505000000000003,10.5625,49.25,-0.975,9.525,0.0
2001-03-20,,7.9,12.583333333333334,43.79166666666666,-1.3875,11.05,0.0
2001-03-21,,,12.0125,34.333333333333336,-5.3875,10.55,0.0
2001-03-22,,,10.816666666666668,36.083333333333336,-5.5875,10.7,0.0
2001-03-23,,,9.233333333333333,33.958333333333336,-8.175,10.325,0.0
2001-03-24,,,10.6625,37.833333333333336,-6.4,10.525,0.0
2001-03-25,,,12.0625,41.91666666666666,-0.625,12.25,0.0
2001-03-26,,,5.0625,23.58333333333333,-14.025,10.375,0.0
2001-03-27,,,2.5125,39.04166666666666,-11.325,7.75,0.0
2001-03-28,,,3.95,69.5,-1.2875,7.75,3.3
2001-03-29,,,2.95,46.91666666666666,-7.8125,7.625,0.0
2001-03-30,,,1.0333333333333334,66.20833333333333,-4.625,6.1000000000000005,0.0
2001-03-31,,,3.283333333333333,58.375,-5.8375,7.15,0.0
2001-04-01,,,5.683333333333334,43.208333333333336,-6.7,7.575,0.0
2001-04-02,,,9.070833333333333,42.75,-3.95,9.125,0.0
2001-04-03,,,9.333333333333334,48.66666666666666,-1.7125,11.225,0.0
2001-04-04,,,8.908333333333333,44.29166666666666,-5.0125,9.975,0.0
2001-04-05,,,11.341666666666669,28.875,-8.425,11.925,0.0
2001-04-06,,,10.470833333333331,48.833333333333336,-0.7000000000000001,12.15,0.0
2001-04-07,,,11.0875,66.04166666666667,4.725,12.025,0.0
2001-04-08,,,15.15,53.79166666666666,4.4875,14.375,0.0
2001-04-09,,,17.366666666666667,48.25,5.65,16.275,0.0
2001-04-10,,,16.204166666666666,48.75,4.4,16.2,0.0
2001-04-11,,,11.054166666666667,60.54166666666666,3.25,14.05,7.0
2001-04-12,,,7.8625,48.083333333333336,-3.475,11.575,0.1
2001-04-13,,,9.6375,38.125,-5.875,11.9,0.0
2001-04-14,,,10.675,43.875,-1.7875,13.0,1.1
2001-04-15,,,13.379166666666668,31.70833333333333,-3.4375,13.425,0.0
2001-04-16,,,15.454166666666666,35.916666666666664,-1.6375000000000002,15.275,0.0
2001-04-17,,,15.8625,35.125,-3.0,16.4,0.0
2001-04-18,,,16.058333333333334,34.208333333333336,-2.7125,16.975,0.0
2001-04-19,,,16.254166666666666,34.833333333333336,-1.9625,17.1,0.0
2001-04-20,,,10.8875,49.66666666666666,0.725,16.55,0.0
2001-04-21,,,11.291666666666666,48.75,-0.1625,15.525,0.0
2001-04-22,,,12.275,40.66666666666666,-1.9625,16.2,0.0
2001-04-23,,,13.733333333333334,40.125,-2.15,16.55,0.0
2001-04-24,,,14.0875,37.41666666666666,-1.6375,17.75,0.0
2001-04-25,,,11.575,49.708333333333336,0.625,16.7,0.0
2001-04-26,,,12.358333333333334,40.79166666666666,-3.5,16.35,0.0
2001-04-27,,,14.458333333333334,29.416666666666668,-6.1125,16.8,0.0
2001-04-28,,,15.766666666666666,41.333333333333336,1.1875,17.275,0.0
2001-04-29,,,15.475,64.79166666666667,8.9625,16.025,0.3
2001-04-30,,,15.620833333333332,56.41666666666666,6.5625,16.15,6.0
2001-05-01,,,12.154166666666669,60.333333333333336,4.125,15.025,0.0
2001-05-02,,,13.4375,58.29166666666666,4.7375,17.175,0.2
2001-05-03,,,12.308333333333332,59.125,3.4375,16.975,0.0
2001-05-04,,,13.179166666666667,64.91666666666667,6.0625,17.125,0.0
2001-05-05,,,15.383333333333333,55.708333333333336,5.4,17.6,0.0
2001-05-06,,,17.758333333333333,56.625,7.9375,18.950000000000003,0.0
2001-05-07,,,17.412499999999998,76.375,13.1375,19.15,7.399999999999999
2001-05-08,,,18.775,63.5,11.2625,20.65,0.1
2001-05-09,,,17.033333333333335,48.79166666666666,5.125,20.75,0.0
2001-05-10,,,16.55,37.708333333333336,1.25,20.3,0.0
2001-05-11,,,15.908333333333331,43.333333333333336,2.5375,20.2,0.0
2001-05-12,,,16.775000000000002,43.75,2.475,20.7,0.0
2001-05-13,,,19.1,33.125,0.0499999999999999,21.575,0.0
2001-05-14,,,18.78333333333333,39.5,2.5,21.6,0.0
2001-05-15,,,18.495833333333334,52.75,8.0875,21.075,0.0
2001-05-16,,,18.291666666666668,34.666666666666664,-0.0999999999999999,21.575,0.0
2001-05-17,,,20.625,31.58333333333333,1.6625,22.25,0.0
2001-05-18,,,20.666666666666668,47.375,8.15,22.9,0.0
2001-05-19,,,22.691666666666663,48.29166666666666,9.8375,24.3,0.0
2001-05-20,,,23.379166666666663,48.625,11.125,24.25,0.0
2001-05-21,,,21.870833333333334,53.083333333333336,11.55,23.775,0.0
2001-05-22,,,17.145833333333332,74.45833333333333,12.525,19.975,6.6000000000000005
2001-05-23,,,17.9875,69.875,12.55,19.025,0.1
2001-05-24,,,20.466666666666665,61.083333333333336,11.1125,21.85,0.0
2001-05-25,,,22.15416666666667,56.0,12.2625,24.25,0.0
2001-05-26,,,20.53333333333333,58.958333333333336,12.0375,22.775,0.0
2001-05-27,,,20.820833333333333,52.0,8.95,23.625,0.0
2001-05-28,,,20.35833333333333,43.79166666666666,4.5375,24.175,0.0
2001-05-29,,,22.195833333333336,34.083333333333336,4.4625,24.8,0.0
2001-05-30,,,19.25,60.79166666666666,10.9875,22.3,0.3
2001-05-31,,,19.45,49.0,7.65,22.525,0.0
2001-06-01,5.0,23.97826086956522,19.804166666666667,39.958333333333336,4.275,23.0,0.0
2001-06-02,3.0,24.741666666666664,21.72083333333333,43.79166666666666,7.1125,24.725,0.0
2001-06-03,2.0,24.825,23.441666666666663,37.75,6.35,25.35,0.0
2001-06-04,1.0,25.729166666666668,23.6875,47.833333333333336,11.7125,25.325,0.0
2001-06-05,1.0,24.90416666666667,22.33333333333333,59.16666666666666,14.2125,24.450000000000003,0.0
2001-06-06,1.0,24.429166666666664,23.891666666666666,56.04166666666666,13.8,25.275,0.0
2001-06-07,1.0,26.02083333333333,23.525,58.125,14.0375,26.125,0.0
2001-06-08,0.0,26.42083333333333,23.02083333333333,53.833333333333336,12.05,26.125,0.0
2001-06-09,1.0,27.570833333333336,24.3125,48.375,11.25,27.2,0.0
2001-06-10,1.0,26.945833333333336,23.825,53.75,12.8125,27.575,0.0
2001-06-11,0.0,27.04583333333333,21.504166666666663,58.5,12.4875,27.0,0.0
2001-06-12,0.0,26.7,20.5125,62.458333333333336,12.625,26.2,0.0
2001-06-13,0.0,24.0,17.691666666666666,76.625,13.6375,22.6,7.9
2001-06-14,34.0,22.120833333333334,18.90833333333333,63.29166666666666,11.5375,21.55,0.0
2001-06-15,37.0,24.275,20.141666666666666,54.75,10.0,24.525,0.0
2001-06-16,30.0,25.4,20.725,57.91666666666666,11.0875,24.875,0.0
2001-06-17,20.0,26.28333333333333,24.03333333333333,52.125,12.5875,26.2,0.0
2001-06-18,12.0,23.52083333333333,20.229166666666668,83.625,17.2,22.8,41.0
2001-06-19,91.0,23.10833333333333,21.475,84.20833333333333,18.75,23.0,11.9
2001-06-20,92.0,24.0125,21.34583333333333,71.29166666666667,15.7375,23.95,0.0
2001-06-21,94.0,22.820833333333336,19.529166666666665,70.20833333333333,13.9375,22.35,0.0
2001-06-22,91.0,24.125,21.29583333333333,71.33333333333333,15.45,24.175,5.199999999999999
2001-06-23,93.0,23.85833333333333,20.95,80.54166666666667,17.4625,23.325,0.1
2001-06-24,95.0,22.34583333333333,19.5875,90.375,18.0625,21.875,27.5
2001-06-25,92.0,23.366666666666664,23.116666666666664,75.54166666666667,18.25,23.925,32.2
2001-06-26,93.0,24.5,23.304166666666664,69.45833333333333,17.4375,24.975,0.1
2001-06-27,95.0,24.329166666666666,22.791666666666668,71.5,17.4375,25.025,0.0
2001-06-28,89.0,25.39583333333333,23.854166666666668,71.95833333333333,18.25,26.175,0.0
2001-06-29,85.0,24.695833333333336,22.53333333333333,86.45833333333333,20.225,24.525,48.4
2001-06-30,87.0,25.04583333333333,24.1625,76.625,19.675,25.4,20.3
2001-07-01,87.0,24.70833333333333,23.7,77.875,19.5375,24.8,0.0
2001-07-02,86.0,26.925,26.96666666666667,72.75,21.4,27.8,0.0
2001-07-03,87.0,29.370833333333334,27.84583333333333,69.41666666666667,21.7,30.15,0.0
2001-07-04,83.0,27.025,27.5,61.54166666666666,18.7,31.0,0.0
2001-07-05,70.0,29.28333333333333,24.808333333333334,76.08333333333333,20.05,27.95,9.3
2001-07-06,88.0,28.14583333333333,24.7125,68.75,18.1625,27.275,0.2
2001-07-07,88.0,28.2125,23.40416666666667,63.0,14.9375,27.75,0.0
2001-07-08,86.0,29.629166666666663,24.425,68.25,17.675,28.9,0.0
2001-07-09,80.0,27.59166666666667,24.354166666666668,66.91666666666667,17.0,29.25,0.0
2001-07-10,66.0,30.1375,25.329166666666666,62.5,17.15,29.7,0.0
2001-07-11,44.0,28.683333333333334,24.6375,80.0,20.8375,28.25,1.7
2001-07-12,50.0,-8.691666666666668,22.133333333333336,87.54166666666667,20.1,25.525,16.5
2001-07-13,92.0,-0.2708333333333331,23.070833333333336,80.375,19.3,25.775,0.0
2001-07-14,92.0,-9.8125,23.75,83.375,20.85,25.8,3.5
2001-07-15,92.0,14.508333333333333,25.179166666666664,77.91666666666667,20.6625,27.025,2.3000000000000003
2001-07-16,93.0,25.008333333333336,21.67083333333333,84.91666666666667,19.2125,23.5,93.8
2001-07-17,92.0,25.98333333333333,23.40416666666667,65.70833333333333,16.2125,25.4,0.0
2001-07-18,92.0,26.129166666666663,22.04583333333333,68.41666666666667,15.3125,26.2,0.0
2001-07-19,91.0,27.17083333333333,23.45833333333333,68.70833333333333,17.1875,27.55,0.0
2001-07-20,89.0,24.916666666666668,24.308333333333334,77.375,19.8,27.825,6.6
2001-07-21,94.0,26.579166666666666,24.02916666666667,89.25,22.2,26.15,8.8
2001-07-22,94.0,15.7875,27.42083333333333,75.66666666666667,22.1875,28.075,0.0
2001-07-23,92.0,18.60833333333333,27.09166666666667,77.66666666666667,22.775,28.05,0.0
2001-07-24,95.0,26.54583333333333,26.975,75.54166666666667,22.2,29.15,0.0
2001-07-25,93.0,18.83333333333333,27.02916666666667,73.25,21.65,29.35,0.0
2001-07-26,86.0,25.84166666666667,26.629166666666663,72.66666666666667,20.9,30.675,0.0
2001-07-27,83.0,18.279166666666665,27.2,71.29166666666667,21.825,30.9,0.0
2001-07-28,72.0,12.041666666666666,27.245833333333334,70.375,21.3,30.75,0.0
2001-07-29,54.0,8.366666666666667,27.55,69.70833333333333,21.3,30.725,0.0
2001-07-30,41.0,28.02083333333333,25.34583333333333,80.625,21.7625,29.15,42.0
2001-07-31,97.0,29.491666666666664,26.541666666666668,78.20833333333333,21.9125,28.775,2.0
2001-08-01,96.0,29.4375,25.84166666666667,83.58333333333333,23.025,28.475,21.8
2001-08-02,98.0,27.679166666666664,27.183333333333334,75.79166666666667,22.225,28.975,0.0
2001-08-03,97.0,20.479166666666668,28.25,71.20833333333333,21.9125,30.75,0.0
2001-08-04,95.0,5.554166666666667,28.525,71.91666666666667,22.25,31.625,0.0
2001-08-05,83.0,5.345833333333332,26.45833333333333,77.04166666666667,22.2,29.95,0.0
2001-08-06,78.0,9.995833333333332,26.691666666666663,73.125,20.975,30.55,0.1
2001-08-07,72.0,24.15416666666667,25.416666666666668,83.125,22.525,29.05,27.5
2001-08-08,88.0,6.050000000000001,26.766666666666666,77.83333333333333,22.2875,28.7,11.0
2001-08-09,88.0,-13.720833333333331,25.579166666666666,66.70833333333333,18.3375,29.225,0.0
2001-08-10,87.0,1.0125000000000002,23.929166666666664,62.333333333333336,15.9875,28.775,0.0
2001-08-11,87.0,-8.991666666666667,22.23333333333333,65.625,15.3,26.45,0.4
2001-08-12,82.0,-13.158333333333331,21.5875,72.08333333333333,16.0625,24.925,1.3000000000000005
2001-08-13,81.0,-6.404166666666666,23.58333333333333,68.79166666666667,17.35,25.65,0.0
2001-08-14,80.0,-12.375,24.570833333333336,80.75,20.925,26.6,6.2
2001-08-15,88.0,-3.7458333333333336,25.620833333333334,81.25,22.3125,27.325,4.800000000000001
2001-08-16,88.0,3.904166666666667,26.741666666666664,73.83333333333333,21.3375,28.575,0.1
2001-08-17,87.0,27.104166666666668,26.5375,68.16666666666667,19.8625,29.125,0.0
2001-08-18,84.0,29.245833333333334,25.10833333333333,70.41666666666667,19.025,28.65,0.0
2001-08-19,82.0,29.183333333333334,24.48333333333333,68.625,18.2,28.5,0.0
2001-08-20,76.0,28.391666666666666,25.1125,67.375,18.5375,28.725,0.0
2001-08-21,70.0,-0.1708333333333334,25.27083333333333,70.5,18.925,29.4,0.0
2001-08-22,59.0,-6.525,25.454166666666666,66.45833333333333,18.3875,29.675,0.0
2001-08-23,43.0,17.05,24.004166666666663,64.75,16.25,28.700000000000003,0.0
2001-08-24,28.0,29.316666666666663,23.741666666666664,61.54166666666666,15.1875,28.75,0.0
2001-08-25,18.0,26.808333333333334,22.383333333333336,73.20833333333333,17.2875,26.85,0.0
2001-08-26,15.0,27.09166666666667,22.9,70.20833333333333,16.8,27.875,0.0
2001-08-27,12.0,26.95833333333333,22.745833333333334,61.833333333333336,14.55,28.05,0.0
2001-08-28,9.0,22.90416666666667,21.54583333333333,62.083333333333336,13.3625,27.25,0.0
2001-08-29,7.0,25.29583333333333,21.375,68.875,15.1625,26.3,0.0
2001-08-30,7.0,24.34166666666667,20.566666666666663,67.125,13.8,25.6,0.0
2001-08-31,7.0,24.391666666666666,20.7125,66.79166666666667,13.45,25.7,0.0
2001-09-01,86.0,25.03333333333333,22.02916666666667,64.0,13.8875,26.8,0.0
2001-09-02,85.0,7.245833333333334,22.1,62.958333333333336,13.6,26.4,0.0
2001-09-03,83.0,21.20833333333333,22.4875,63.583333333333336,14.3875,26.475,0.0
2001-09-04,80.0,9.025,21.34583333333333,68.08333333333333,14.7375,25.825,0.0
2001-09-05,75.0,24.641666666666666,22.291666666666668,61.625,13.7,26.725,0.0
2001-09-06,69.0,26.90833333333333,23.129166666666663,66.04166666666667,15.9125,26.975,0.0
2001-09-07,59.0,27.175,22.8125,66.33333333333333,15.725,26.75,0.0
2001-09-08,56.0,26.15416666666667,21.829166666666666,72.20833333333333,16.525,25.6,0.0
2001-09-09,65.0,25.204166666666666,21.525,85.66666666666667,18.9875,24.7,45.5
2001-09-10,86.0,23.375,21.1875,81.54166666666667,17.8125,23.200000000000003,29.5
2001-09-11,86.0,23.7375,20.575,68.625,14.2,22.85,0.0
2001-09-12,85.0,22.5,18.566666666666663,66.58333333333333,12.075,21.525,0.0
2001-09-13,84.0,22.77083333333333,18.954166666666666,67.04166666666667,12.3875,22.425,0.0
2001-09-14,85.0,20.558333333333334,16.875,87.16666666666667,14.7,20.2,33.0
2001-09-15,85.0,22.39583333333333,19.27083333333333,74.91666666666667,13.9375,21.775,0.0
2001-09-16,85.0,13.125,18.78333333333333,77.375,14.225,22.375,0.0
2001-09-17,85.0,-9.575,19.666666666666668,76.79166666666667,14.7375,23.575,0.0
2001-09-18,83.0,3.929166666666667,21.77083333333333,72.91666666666667,16.2625,24.675,0.0
2001-09-19,80.0,-0.4833333333333336,20.0125,75.04166666666667,15.1375,23.85,0.0
2001-09-20,79.0,24.816666666666663,20.654166666666665,75.0,16.2625,23.875,1.3
2001-09-21,77.0,22.875,16.179166666666667,70.5,10.8,21.5,0.0
2001-09-22,72.0,21.3875,13.508333333333333,63.708333333333336,6.1125,19.775,0.0
2001-09-23,70.0,22.425,14.8875,71.25,8.8875,20.675,0.0
2001-09-24,66.0,22.929166666666664,16.095833333333335,73.125,10.725,21.5,0.0
2001-09-25,61.0,23.27916666666667,18.0875,66.25,11.575,22.275,0.1
2001-09-26,54.0,23.225,17.720833333333335,65.70833333333333,10.425,22.15,0.0
2001-09-27,50.0,23.0375,18.258333333333333,69.29166666666667,12.0625,22.25,0.0
2001-09-28,46.0,22.979166666666668,16.900000000000002,71.33333333333333,11.3375,21.875,0.0
2001-09-29,41.0,22.4125,16.845833333333335,63.958333333333336,9.4625,21.525,0.0
2001-09-30,38.0,20.016666666666666,14.3125,85.08333333333333,11.6875,18.975,26.0
2001-10-01,77.0,19.05,14.779166666666669,85.16666666666667,12.3625,18.2,6.0
2001-10-02,83.0,19.754166666666663,14.841666666666669,75.45833333333333,9.9875,18.35,0.0
2001-10-03,84.0,20.14583333333333,16.166666666666668,73.66666666666667,11.2125,18.8,0.0
2001-10-04,84.0,20.48333333333333,16.358333333333334,81.29166666666667,13.2625,19.275,3.8
2001-10-05,83.0,19.534782608695654,13.8625,68.125,7.65,17.85,0.0
2001-10-06,84.0,19.60833333333333,14.266666666666666,72.75,8.8125,17.7,0.0
2001-10-07,83.0,19.854166666666668,14.458333333333334,71.45833333333333,8.65,17.775,0.0
2001-10-08,83.0,21.3875,17.091666666666665,65.5,10.15,19.325,0.0
2001-10-09,81.0,19.1875,14.695833333333333,88.95833333333333,12.8375,17.3,35.3
2001-10-10,83.0,18.729166666666668,14.8375,75.41666666666667,10.375,16.9,2.7
2001-10-11,83.0,18.279166666666665,14.395833333333334,79.125,10.8375,16.725,0.0
2001-10-12,83.0,17.608333333333334,12.454166666666666,80.83333333333333,8.975,16.575,0.0
2001-10-13,82.0,18.22083333333333,12.745833333333332,78.04166666666667,8.375,16.45,0.0
2001-10-14,82.0,19.3375,14.6125,72.5,8.725,17.3,0.0
2001-10-15,82.0,19.33333333333333,15.454166666666666,76.83333333333333,10.7875,17.6,0.0
2001-10-16,81.0,19.916666666666668,16.3125,71.91666666666667,11.2125,18.35,0.0
2001-10-17,79.0,20.391666666666666,14.85,63.083333333333336,7.2875,18.4,0.0
2001-10-18,75.0,19.066666666666663,11.7625,62.625,3.9875,16.55,0.0
2001-10-19,73.0,18.691666666666663,10.725,70.91666666666667,4.8,16.025,0.0
2001-10-20,71.0,19.195833333333333,12.666666666666666,71.25,7.1125,16.25,0.0
2001-10-21,69.0,19.425,13.1,84.875,10.5125,16.3,1.2
2001-10-22,83.0,19.79583333333333,13.933333333333332,90.16666666666669,12.4375,16.325000000000003,7.7
2001-10-23,79.0,20.041666666666668,14.083333333333334,83.41666666666667,11.1875,16.875,0.0
2001-10-24,83.0,19.55,12.775,83.125,9.9875,16.225,0.0
2001-10-25,83.0,20.404166666666665,14.816666666666668,71.375,9.3,16.9,0.0
2001-10-26,83.0,21.175,15.183333333333332,79.58333333333333,11.725,17.225,0.0
